,0,1
1119,11,5
1120,15,5
1121,42,5
1122,114,1
1123,26,4
1124,49,5
1125,55,5
1126,112,4
1127,146,4
1128,50,3
1129,88,3
1130,46,3
1131,62,3
1132,57,4
1133,76,5
1134,57,3
1135,62,3
1136,10,2
1137,374,5
1138,30,4
1139,69,4
1140,62,4
1141,40,4
1142,36,3
1143,45,5
1144,240,4
1145,5,3
1146,43,5
1147,117,3
1148,217,5
1149,68,5
1150,85,5
1151,124,4
1152,13,1
1153,69,5
1154,77,5
1155,76,2
1156,57,4
1157,21,2
1158,81,4
1159,4,4
1160,74,4
1161,224,2
1162,193,5
1163,236,5
1164,74,5
1165,62,5
1166,79,5
1167,12,5
1168,162,4
1169,19,3
1170,16,5
1171,26,5
1172,30,5
1173,129,5
1174,15,1
1175,9,5
1176,16,4
1177,89,5
1178,6,1
1179,4,5
1180,4,3
1181,12,4
1182,5,5
1183,106,4
1184,9,4
1185,5,3
1186,424,5
1187,76,4
1188,39,5
1189,83,5
1190,126,2
1191,60,5
1192,70,5
1193,307,4
1194,95,5
1195,154,5
1196,67,5
1197,81,5
1198,68,5
1199,11,3
1200,35,4
1201,146,3
1202,10,5
1203,145,4
1204,8,1
1205,32,5
1206,20,3
1207,16,3
1208,99,5
1209,129,5
1210,104,3
1211,124,5
1212,23,5
1213,26,5
1214,64,2
1215,76,4
1216,14,5
1217,69,4
1218,83,5
1219,73,2
1220,173,5
1221,47,4
1222,42,4
1223,50,4
1224,75,4
1225,120,5
1226,90,3
1227,66,4
1228,67,5
1229,11,4
1230,7,2
1231,7,5
1232,35,4
1233,198,5
1234,83,5
1235,79,3
1236,79,4
1237,58,5
1238,48,5
1239,47,3
1240,209,5
1241,8,5
1242,20,3
1243,78,5
1244,8,1
1245,8,5
1246,14,3
1247,74,1
1248,50,3
1249,22,5
1250,68,5
1251,65,3
1252,15,4
1253,85,2
1254,123,5
1255,90,5
1256,173,4
1257,88,5
1258,54,3
1259,45,3
1260,152,5
1261,9,4
1262,73,5
1263,29,4
1264,69,4
1265,21,3
1266,61,4
1267,83,4
1268,581,5
1269,14,3
1270,34,5
1271,103,3
1272,65,4
1273,32,2
1274,237,3
1275,57,2
1276,82,4
1277,62,3
1278,58,2
1279,236,4
1280,85,5
1281,21,4
1282,74,5
1283,59,5
1284,62,5
1285,91,3
1286,39,4
1287,36,4
1288,15,5
1289,23,4
1290,124,4
1291,18,5
1292,38,2
1293,51,5
1294,65,3
1295,11,4
1296,11,4
1297,74,5
1298,15,4
1299,61,5
1300,230,4
1301,64,5
1302,109,5
1303,129,5
1304,28,4
1305,69,3
1306,16,4
1307,31,5
1308,27,4
1309,13,4
1310,66,5
1311,29,5
1312,62,3
1313,16,3
1314,67,4
1315,61,5
1316,58,4
1317,67,5
1318,67,4
1319,22,5
1320,65,5
1321,124,4
1322,129,4
1323,37,4
1324,48,5
1325,99,5
1326,68,4
1327,92,4
1328,13,2
1329,13,3
1330,26,5
1331,13,3
1332,68,5
1333,86,3
1334,57,4
1335,176,5
1336,19,4
1337,14,4
1338,60,4
1339,60,4
1340,63,4
1341,412,5
1342,412,5
1343,430,5
1344,23,5
1345,15,3
1346,281,3
1347,15,5
1348,53,5
1349,35,3
1350,48,5
1351,59,1
1352,71,3
1353,95,3
1354,91,3
1355,17,5
1356,40,4
1357,90,5
1358,35,3
1359,59,2
1360,17,5
1361,17,5
1362,22,5
1363,22,5
1364,251,3
1365,18,5
1366,18,4
1367,100,5
1368,60,5
1369,29,3
1370,19,5
1371,164,5
1372,55,5
1373,162,3
1374,67,1
1375,72,4
1376,21,3
1377,21,3
1378,59,5
1379,62,4
1380,89,5
1381,87,4
1382,22,3
1383,90,4
1384,22,4
1385,24,4
1386,23,4
1387,296,4
1388,101,5
1389,183,5
1390,122,2
1391,167,4
1392,47,5
1393,35,3
1394,182,4
1395,76,3
1396,41,5
1397,599,5
1398,102,5
1399,25,3
1400,25,4
1401,108,2
1402,54,5
1403,171,4
1404,84,5
1405,83,4
1406,259,4
1407,65,5
1408,28,4
1409,42,5
1410,28,5
1411,141,5
1412,54,4
1413,68,5
1414,188,4
1415,28,1
1416,28,5
1417,47,3
1418,90,5
1419,30,4
1420,286,4
1421,93,5
1422,31,5
1423,95,5
1424,32,5
1425,32,3
1426,32,5
1427,112,5
1428,32,4
1429,40,5
1430,33,5
1431,33,5
1432,47,4
1433,33,5
1434,33,5
1435,34,5
1436,55,4
1437,52,5
1438,61,5
1439,36,2
1440,36,5
1441,104,5
1442,90,3
1443,46,4
1444,40,4
1445,38,3
1446,55,4
1447,61,5
1448,91,4
1449,73,5
1450,42,5
1451,52,2
1452,54,5
1453,40,5
1454,88,5
1455,50,5
1456,68,5
1457,41,5
1458,151,5
1459,42,5
1460,127,5
1461,60,3
1462,77,5
1463,120,5
1464,57,5
1465,132,5
1466,44,2
1467,98,5
1468,61,4
1469,68,5
1470,74,3
1471,55,2
1472,46,4
1473,62,2
1474,46,5
1475,46,3
1476,91,4
1477,53,5
1478,47,5
1479,88,4
1480,87,5
1481,97,4
1482,71,5
1483,48,5
1484,55,2
1485,61,5
1486,231,4
1487,63,4
1488,96,4
1489,50,5
1490,58,4
1491,51,5
1492,52,5
1493,62,5
1494,63,4
1495,84,2
1496,87,5
1497,57,5
1498,203,4
1499,55,4
1500,78,3
1501,55,5
1502,53,4
1503,53,4
1504,89,3
1505,58,3
1506,250,3
1507,139,5
1508,66,5
1509,79,5
1510,55,5
1511,55,2
1512,55,5
1513,72,5
1514,87,4
1515,56,5
1516,64,5
1517,70,5
1518,59,5
1519,70,4
1520,57,5
1521,57,4
1522,57,4
1523,57,2
1524,64,3
1525,57,4
1526,1114,4
1527,63,5
1528,162,5
1529,58,5
1530,58,5
1531,83,3
1532,58,5
1533,91,4
1534,58,2
1535,116,4
1536,59,5
1537,63,4
1538,59,5
1539,59,3
1540,60,4
1541,60,4
1542,60,5
1543,60,5
1544,60,3
1545,60,5
1546,60,4
1547,61,3
1548,61,4
1549,61,1
1550,61,4
1551,89,3
1552,91,5
1553,122,3
1554,62,4
1555,62,5
1556,62,5
1557,62,5
1558,90,5
1559,63,4
1560,63,3
1561,63,4
1562,63,2
1563,63,5
1564,63,4
1565,91,5
1566,63,3
1567,64,5
1568,64,5
1569,64,4
1570,65,5
1571,65,4
1572,91,4
1573,66,5
1574,66,4
1575,66,5
1576,66,1
1577,66,5
1578,66,1
1579,102,3
1580,67,3
1581,67,4
1582,81,1
1583,139,5
1584,72,5
1585,89,5
1586,82,5
1587,73,3
1588,69,5
1589,70,5
1590,71,2
1591,75,5
1592,69,4
1593,109,4
1594,70,5
1595,89,4
1596,70,5
1597,71,5
1598,72,3
1599,77,5
1600,72,2
1601,72,3
1602,73,5
1603,88,5
1604,91,5
1605,73,3
1606,81,5
1607,142,5
1608,74,3
1609,75,5
1610,75,4
1611,76,5
1612,75,5
1613,75,5
1614,76,5
1615,77,5
1616,77,5
1617,77,5
1618,83,4
1619,79,5
1620,80,3
1621,80,4
1622,115,5
1623,82,5
1624,82,5
1625,84,4
1626,84,5
1627,85,2
1628,86,5
1629,87,5
1630,87,5
1631,87,5
1632,88,5
1633,88,4
1634,88,4
1635,88,5
1636,88,4
1637,89,5
1638,89,1
1639,90,5
1640,90,5
1641,91,5
1642,91,3
1643,91,3
1644,91,5
1645,91,5
1646,91,5
1647,92,5
1648,93,3
1649,96,5
1650,98,5
1651,98,4
1652,98,5
1653,98,3
1654,103,3
1655,106,5
1656,108,5
1657,108,4
1658,109,2
1659,111,2
1660,113,4
1661,114,5
1662,114,5
1663,115,5
1664,115,5
1665,117,5
1666,119,5
1667,121,4
1668,122,3
1669,122,5
1670,130,5
1671,131,4
1672,132,3
1673,134,4
1674,134,2
1675,134,5
1676,134,5
1677,138,5
1678,140,5
1679,142,5
1680,146,4
1681,146,3
1682,147,4
1683,147,4
1684,148,4
1685,150,5
1686,158,2
1687,158,5
1688,158,1
1689,159,3
1690,159,3
1691,161,1
1692,168,5
1693,168,4
1694,169,3
1695,172,5
1696,174,5
1697,183,4
1698,183,3
1699,187,1
1700,190,5
1701,190,5
1702,193,5
1703,203,3
1704,214,3
1705,215,5
1706,218,5
1707,235,5
1708,236,5
1709,240,4
1710,251,2
1711,258,3
1712,286,5
1713,349,1
1714,81,5
1715,81,5
1716,81,3
1717,91,3
1718,81,4
1719,129,1
1720,5,2
1721,34,5
1722,2,5
1723,5,5
1724,15,5
1725,15,5
1726,15,4
1727,17,5
1728,9,4
1729,41,5
1730,76,4
1731,42,5
1732,0,1
1733,30,5
1734,747,5
1735,43,5
1736,104,4
1737,3,4
1738,40,4
1739,49,5
1740,0,5
1741,40,3
1742,32,2
1743,49,5
1744,313,5
1745,2,4
1746,38,4
1747,19,3
1748,2,2
1749,35,5
1750,59,5
1751,17,5
1752,5,5
1753,30,5
1754,35,5
1755,213,4
1756,219,3
1757,320,5
1758,2,5
1759,2,5
1760,0,4
1761,38,5
1762,0,5
1763,26,3
1764,41,2
1765,208,5
1766,37,4
1767,12,5
1768,15,3
1769,15,5
1770,87,5
1771,49,5
1772,61,5
1773,0,5
1774,40,5
1775,5,5
1776,0,5
1777,8,5
1778,11,5
1779,44,3
1780,123,4
1781,48,1
1782,14,5
1783,68,5
1784,31,5
1785,7,5
1786,219,5
1787,11,2
1788,7,4
1789,274,1
1790,34,4
1791,3,4
1792,14,5
1793,40,5
1794,390,4
1795,258,5
1796,12,4
1797,0,5
1798,5,3
1799,185,5
1800,28,3
1801,118,1
1802,57,4
1803,11,5
1804,4,5
1805,4,5
1806,91,1
1807,18,3
1808,3,5
1809,4,3
1810,20,4
1811,40,5
1812,28,4
1813,80,5
1814,68,5
1815,56,3
1816,162,4
1817,91,2
1818,50,5
1819,8,3
1820,3,4
1821,10,4
1822,19,2
1823,4,5
1824,17,5
1825,12,5
1826,17,4
1827,14,3
1828,40,5
1829,32,5
1830,34,4
1831,54,5
1832,290,3
1833,0,5
1834,131,5
1835,62,5
1836,6,5
1837,77,1
1838,158,3
1839,149,5
1840,28,5
1841,46,5
1842,90,5
1843,0,5
1844,11,5
1845,150,4
1846,35,4
1847,90,5
1848,58,4
1849,21,1
1850,14,5
1851,2,4
1852,6,4
1853,41,3
1854,2,5
1855,3,4
1856,3,5
1857,378,4
1858,17,5
1859,13,3
1860,113,3
1861,26,4
1862,80,5
1863,27,4
1864,65,4
1865,30,5
1866,30,5
1867,4,3
1868,21,5
1869,222,3
1870,64,5
1871,0,5
1872,14,4
1873,12,2
1874,3,5
1875,22,5
1876,69,2
1877,9,4
1878,46,5
1879,29,5
1880,0,3
1881,28,3
1882,33,5
1883,3,4
1884,22,4
1885,33,2
1886,34,4
1887,34,5
1888,42,5
1889,34,5
1890,42,5
1891,28,5
1892,29,5
1893,38,3
1894,34,5
1895,2,4
1896,2,5
1897,28,2
1898,2,5
1899,2,1
1900,2,2
1901,17,4
1902,49,5
1903,28,4
1904,156,5
1905,67,2
1906,111,4
1907,0,4
1908,36,4
1909,0,5
1910,25,4
1911,27,3
1912,115,1
1913,141,5
1914,44,5
1915,21,5
1916,28,4
1917,28,5
1918,5,2
1919,6,5
1920,17,2
1921,28,5
1922,3,5
1923,29,5
1924,2,5
1925,90,5
1926,15,5
1927,8,5
1928,34,4
1929,94,5
1930,18,4
1931,13,4
1932,17,5
1933,71,5
1934,47,4
1935,0,5
1936,19,4
1937,64,5
1938,10,3
1939,53,3
1940,196,5
1941,183,5
1942,20,4
1943,204,2
1944,33,5
1945,63,5
1946,45,5
1947,61,1
1948,36,5
1949,16,5
1950,41,2
1951,5,3
1952,8,5
1953,17,5
1954,28,4
1955,228,2
1956,35,4
1957,197,3
1958,199,4
1959,57,2
1960,4,1
1961,87,4
1962,26,4
1963,7,5
1964,15,4
1965,197,4
1966,15,5
1967,148,4
1968,141,5
1969,87,2
1970,3,5
1971,2,5
1972,164,2
1973,127,3
1974,14,5
1975,15,5
1976,57,2
1977,3,5
1978,23,4
1979,55,3
1980,0,3
1981,124,5
1982,8,5
1983,18,5
1984,48,5
1985,2,2
1986,116,5
1987,19,5
1988,143,5
1989,41,5
1990,153,5
1991,71,3
1992,11,4
1993,11,5
1994,14,3
1995,102,3
1996,21,5
1997,4,2
1998,6,5
1999,19,5
2000,53,5
2001,13,4
2002,1,5
2003,7,5
2004,7,5
2005,28,5
2006,57,3
2007,66,1
2008,6,5
2009,24,3
2010,74,5
2011,8,5
2012,2,3
2013,27,3
2014,9,3
2015,29,5
2016,31,5
2017,4,4
2018,233,3
2019,69,5
2020,70,3
2021,280,5
2022,41,2
2023,60,3
2024,61,5
2025,2,2
2026,1,3
2027,97,4
2028,62,5
2029,20,2
2030,62,5
2031,30,5
2032,11,5
2033,6,4
2034,60,5
2035,1,4
2036,15,3
2037,27,3
2038,4,5
2039,1,5
2040,15,2
2041,57,3
2042,24,2
2043,8,5
2044,289,4
2045,84,5
2046,42,5
2047,3,5
2048,33,5
2049,1,3
2050,3,4
2051,53,4
2052,210,4
2053,56,5
2054,5,4
2055,130,4
2056,8,3
2057,71,4
2058,7,5
2059,23,3
2060,1,5
2061,51,5
2062,1,5
2063,37,5
2064,66,5
2065,160,5
2066,216,2
2067,1,3
2068,2,4
2069,25,1
2070,57,4
2071,14,5
2072,56,5
2073,25,5
2074,11,4
2075,29,5
2076,16,1
2077,138,2
2078,2,4
2079,15,4
2080,1,5
2081,85,5
2082,102,4
2083,37,3
2084,2,2
2085,68,3
2086,5,5
2087,1,3
2088,1,5
2089,8,3
2090,1,5
2091,1,4
2092,2,5
2093,79,5
2094,3,2
2095,2,5
2096,9,5
2097,10,5
2098,62,4
2099,14,2
2100,1,5
2101,1,4
2102,62,3
2103,133,5
2104,1,5
2105,112,2
2106,86,5
2107,8,5
2108,204,2
2109,26,5
2110,26,3
2111,25,5
2112,68,3
2113,88,5
2114,1,4
2115,91,5
2116,84,4
2117,256,5
2118,50,3
2119,3,5
2120,21,5
2121,148,1
2122,66,3
2123,2,5
2124,89,3
2125,81,5
2126,1,5
2127,22,4
2128,22,4
2129,3,4
2130,6,4
2131,156,4
2132,1,4
2133,66,2
2134,328,5
2135,1,5
2136,1,5
2137,1,2
2138,9,5
