,0,1
10869,13,2
10870,43,5
10871,13,5
10872,41,5
10873,73,4
10874,61,5
10875,40,5
10876,39,5
10877,20,5
10878,42,4
10879,30,5
10880,26,5
10881,84,3
10882,15,5
10883,105,5
10884,85,4
10885,102,4
10886,43,5
10887,58,5
10888,36,2
10889,82,4
10890,245,5
10891,54,5
10892,52,5
10893,74,5
10894,51,4
10895,23,5
10896,39,3
10897,14,5
10898,14,2
10899,21,5
10900,27,4
10901,16,4
10902,14,5
10903,25,3
10904,272,4
10905,14,3
10906,63,2
10907,42,4
10908,14,5
10909,14,3
10910,30,5
10911,52,5
10912,26,4
10913,14,5
10914,55,4
10915,20,3
10916,58,5
10917,39,4
10918,64,2
10919,35,5
10920,245,5
10921,209,5
10922,15,2
10923,28,5
10924,15,3
10925,91,1
10926,15,5
10927,21,5
10928,172,4
10929,61,5
10930,72,5
10931,15,5
10932,59,4
10933,95,5
10934,15,5
10935,54,4
10936,15,5
10937,15,5
10938,376,3
10939,67,4
10940,42,5
10941,16,3
10942,41,5
10943,27,5
10944,102,3
10945,16,3
10946,183,4
10947,16,2
10948,36,3
10949,16,4
10950,21,2
10951,16,4
10952,36,5
10953,24,5
10954,34,5
10955,92,5
10956,19,4
10957,140,5
10958,17,3
10959,17,5
10960,59,5
10961,59,5
10962,90,5
10963,88,3
10964,17,3
10965,61,5
10966,47,5
10967,40,5
10968,116,4
10969,129,4
10970,161,4
10971,17,2
10972,133,5
10973,26,5
10974,75,5
10975,97,5
10976,17,5
10977,65,5
10978,39,5
10979,81,5
10980,17,3
10981,91,5
10982,28,4
10983,36,3
10984,19,5
10985,1126,5
10986,18,4
10987,43,4
10988,18,5
10989,84,2
10990,56,5
10991,80,3
10992,21,3
10993,83,3
10994,18,5
10995,38,4
10996,56,5
10997,313,5
10998,242,4
10999,126,4
11000,18,5
11001,18,5
11002,63,5
11003,55,4
11004,19,4
11005,74,3
11006,185,5
11007,85,5
11008,43,4
11009,19,5
11010,86,4
11011,73,5
11012,55,4
11013,88,5
11014,93,5
11015,60,5
11016,130,5
11017,19,4
11018,133,4
11019,119,5
11020,40,5
11021,32,4
11022,19,2
11023,59,5
11024,205,5
11025,219,4
11026,87,3
11027,68,4
11028,91,4
11029,19,4
11030,35,4
11031,43,5
11032,57,5
11033,76,1
11034,81,5
11035,23,3
11036,20,4
11037,74,5
11038,113,3
11039,91,4
11040,88,5
11041,215,4
11042,60,5
11043,20,4
11044,67,4
11045,59,2
11046,20,4
11047,137,5
11048,61,5
11049,139,3
11050,98,5
11051,40,5
11052,61,4
11053,20,5
11054,43,5
11055,185,4
11056,53,3
11057,34,5
11058,28,4
11059,61,5
11060,21,5
11061,21,5
11062,176,3
11063,91,5
11064,21,5
11065,79,5
11066,27,5
11067,21,1
11068,110,5
11069,59,3
11070,21,5
11071,90,5
11072,60,5
11073,47,5
11074,21,5
11075,159,5
11076,30,2
11077,21,2
11078,57,4
11079,84,5
11080,21,5
11081,96,2
11082,144,5
11083,39,5
11084,36,5
11085,22,5
11086,112,5
11087,22,3
11088,78,4
11089,39,3
11090,216,4
11091,40,5
11092,22,5
11093,139,5
11094,22,5
11095,53,5
11096,34,5
11097,25,5
11098,31,3
11099,23,5
11100,64,3
11101,23,3
11102,23,5
11103,197,1
11104,130,5
11105,130,5
11106,23,1
11107,78,5
11108,23,4
11109,211,5
11110,23,5
11111,36,4
11112,97,3
11113,29,3
11114,24,4
11115,57,4
11116,24,4
11117,24,5
11118,85,5
11119,24,4
11120,52,3
11121,24,3
11122,38,4
11123,413,5
11124,38,3
11125,25,4
11126,25,5
11127,63,3
11128,25,4
11129,27,5
11130,25,5
11131,25,4
11132,61,5
11133,25,4
11134,77,2
11135,230,3
11136,108,5
11137,26,5
11138,26,5
11139,57,5
11140,51,4
11141,37,5
11142,26,4
11143,144,5
11144,45,5
11145,91,3
11146,32,5
11147,256,3
11148,48,5
11149,70,4
11150,76,5
11151,27,5
11152,35,2
11153,73,5
11154,27,5
11155,27,4
11156,88,5
11157,27,5
11158,30,4
11159,57,5
11160,27,4
11161,60,5
11162,65,5
11163,30,3
11164,165,5
11165,37,5
11166,28,5
11167,28,5
11168,71,5
11169,61,5
11170,549,2
11171,47,5
11172,163,5
11173,69,4
11174,66,2
11175,54,5
11176,32,5
11177,28,5
11178,165,5
11179,28,5
11180,58,5
11181,64,4
11182,28,4
11183,29,5
11184,29,5
11185,55,3
11186,29,3
11187,29,3
11188,139,5
11189,351,2
11190,55,5
11191,29,4
11192,29,5
11193,57,3
11194,120,5
11195,64,4
11196,44,4
11197,30,5
11198,89,5
11199,107,4
11200,30,5
11201,191,2
11202,30,4
11203,30,3
11204,30,5
11205,138,3
11206,68,3
11207,30,3
11208,60,5
11209,30,5
11210,69,1
11211,37,5
11212,156,5
11213,50,5
11214,664,5
11215,53,5
11216,31,4
11217,78,5
11218,35,5
11219,333,3
11220,32,5
11221,151,5
11222,32,5
11223,60,4
11224,32,5
11225,61,5
11226,52,2
11227,72,2
11228,77,5
11229,32,4
11230,32,5
11231,32,4
11232,32,3
11233,32,5
11234,32,4
11235,32,4
11236,32,5
11237,32,3
11238,32,3
11239,32,5
11240,32,5
11241,32,3
11242,32,5
11243,32,4
11244,32,2
11245,32,5
11246,32,5
11247,32,4
11248,32,5
11249,32,5
11250,32,5
11251,32,4
11252,32,5
11253,32,3
11254,32,5
11255,32,5
11256,32,5
11257,32,5
11258,32,3
11259,32,4
11260,32,5
11261,32,4
11262,32,3
11263,32,3
11264,32,5
11265,32,4
11266,32,5
11267,32,5
11268,32,5
11269,33,4
11270,67,3
11271,33,5
11272,33,5
11273,33,5
11274,50,5
11275,128,4
11276,33,4
11277,33,5
11278,88,5
11279,33,1
11280,64,5
11281,38,5
11282,33,5
11283,152,4
11284,54,1
11285,58,4
11286,34,5
11287,169,5
11288,34,2
11289,57,4
11290,34,3
11291,34,4
11292,87,4
11293,34,4
11294,34,2
11295,88,5
11296,35,5
11297,35,2
11298,152,4
11299,169,5
11300,68,4
11301,55,4
11302,90,5
11303,152,5
11304,36,4
11305,162,4
11306,36,3
11307,36,3
11308,36,5
11309,60,5
11310,36,5
11311,91,3
11312,73,4
11313,62,4
11314,163,3
11315,44,5
11316,70,5
11317,36,2
11318,36,3
11319,36,3
11320,143,3
11321,89,5
11322,61,1
11323,37,5
11324,37,5
11325,37,2
11326,73,5
11327,252,5
11328,37,4
11329,65,5
11330,90,4
11331,37,2
11332,52,5
11333,67,5
11334,250,3
11335,38,4
11336,152,5
11337,38,3
11338,89,4
11339,112,5
11340,40,3
11341,38,5
11342,44,5
11343,201,5
11344,38,4
11345,109,5
11346,39,4
11347,39,5
11348,70,5
11349,39,3
11350,85,5
11351,111,2
11352,51,5
11353,40,5
11354,40,5
11355,89,4
11356,40,5
11357,133,5
11358,77,5
11359,40,2
11360,40,4
11361,46,5
11362,40,4
11363,47,5
11364,40,5
11365,40,5
11366,48,4
11367,147,5
11368,110,5
11369,185,4
11370,63,4
11371,160,4
11372,41,4
11373,56,4
11374,46,2
11375,41,5
11376,57,4
11377,41,5
11378,44,4
11379,60,4
11380,60,2
11381,42,5
11382,42,5
11383,42,2
11384,45,4
11385,87,5
11386,42,3
11387,60,4
11388,171,5
11389,47,4
11390,167,2
11391,67,5
11392,45,5
11393,57,4
11394,43,4
11395,43,4
11396,54,1
11397,43,5
11398,72,5
11399,43,4
11400,43,5
11401,43,4
11402,89,5
11403,44,5
11404,119,5
11405,107,4
11406,52,1
11407,60,5
11408,89,5
11409,132,4
11410,48,3
11411,69,1
11412,50,5
11413,45,5
11414,89,5
11415,45,5
11416,57,4
11417,48,5
11418,123,2
11419,57,4
11420,90,4
11421,70,5
11422,46,4
11423,51,5
11424,46,5
11425,403,5
11426,91,5
11427,46,5
11428,126,5
11429,76,5
11430,61,3
11431,61,5
11432,2049,2
11433,50,3
11434,47,4
11435,185,5
11436,60,5
11437,47,1
11438,60,3
11439,89,5
11440,47,4
11441,48,4
11442,48,4
11443,48,5
11444,69,2
11445,48,5
11446,48,5
11447,67,3
11448,48,3
11449,88,5
11450,85,5
11451,99,4
11452,59,1
11453,49,4
11454,49,2
11455,115,3
11456,72,4
11457,766,5
11458,230,5
11459,50,2
11460,57,4
11461,233,4
11462,127,5
11463,66,2
11464,89,5
11465,158,5
11466,88,2
11467,88,4
11468,87,4
11469,63,4
11470,57,5
11471,51,3
11472,51,3
11473,63,1
11474,56,4
11475,51,5
11476,99,2
11477,270,5
11478,57,3
11479,114,5
11480,86,2
11481,87,5
11482,71,2
11483,60,3
11484,70,5
11485,52,5
11486,61,2
11487,110,3
11488,87,4
11489,62,3
11490,74,5
11491,62,4
11492,71,5
11493,90,3
11494,311,4
11495,55,5
11496,56,1
11497,98,2
11498,117,5
11499,123,5
11500,77,3
11501,78,3
11502,83,5
11503,53,5
11504,54,5
11505,79,1
11506,90,5
11507,55,4
11508,482,3
11509,280,3
11510,54,4
11511,54,3
11512,75,5
11513,173,4
11514,54,5
11515,163,5
11516,66,1
11517,60,5
11518,55,4
11519,55,4
11520,85,5
11521,59,4
11522,55,5
11523,62,5
11524,176,5
11525,55,2
11526,81,5
11527,84,5
11528,55,4
11529,55,3
11530,61,5
11531,63,3
11532,57,2
11533,88,2
11534,88,5
11535,428,4
11536,75,5
11537,63,5
11538,91,4
11539,110,5
11540,69,2
11541,59,5
11542,89,3
11543,56,2
11544,57,5
11545,57,5
11546,57,3
11547,59,5
11548,63,5
11549,57,4
11550,57,4
11551,60,4
11552,57,4
11553,57,5
11554,58,4
11555,57,4
11556,71,4
11557,57,5
11558,75,4
11559,215,5
11560,419,5
11561,57,5
11562,83,5
11563,57,5
11564,57,5
11565,57,5
11566,85,5
11567,57,5
11568,57,5
11569,57,5
11570,152,4
11571,57,2
11572,58,2
11573,58,5
11574,58,5
11575,58,4
11576,58,5
11577,58,4
11578,62,4
11579,58,5
11580,58,4
11581,58,4
11582,58,3
11583,83,3
11584,209,4
11585,58,1
11586,58,1
11587,64,3
11588,58,2
11589,58,5
11590,58,3
11591,58,5
11592,59,3
11593,59,1
11594,85,3
11595,59,5
11596,68,2
11597,64,5
11598,59,4
11599,63,5
11600,59,5
11601,77,2
11602,59,4
11603,88,2
11604,213,4
11605,59,5
11606,59,2
11607,67,4
11608,59,4
11609,59,3
11610,59,4
11611,60,2
11612,60,5
11613,60,1
11614,60,5
11615,158,5
11616,88,5
11617,60,5
11618,82,4
11619,64,5
11620,60,5
11621,60,5
11622,60,5
11623,129,3
11624,61,3
11625,61,5
11626,69,1
11627,61,5
11628,61,5
11629,70,5
11630,110,4
11631,61,5
11632,66,5
11633,61,5
11634,61,2
11635,61,5
11636,61,5
11637,61,3
11638,61,2
11639,61,5
11640,166,5
11641,78,4
11642,62,2
11643,62,5
11644,73,5
11645,91,4
11646,247,3
11647,62,5
11648,62,3
11649,172,1
11650,91,3
11651,63,5
11652,70,3
11653,63,5
11654,92,4
11655,63,5
11656,63,5
11657,63,5
11658,63,5
11659,63,4
11660,63,4
11661,63,4
11662,63,4
11663,64,5
11664,64,5
11665,64,5
11666,64,2
11667,64,4
11668,64,5
11669,64,4
11670,64,1
11671,64,5
11672,64,5
11673,110,4
11674,64,5
11675,65,4
11676,65,5
11677,67,5
11678,111,4
11679,65,5
11680,68,5
11681,65,4
11682,72,4
11683,65,3
11684,65,3
11685,67,5
11686,66,5
11687,66,4
11688,83,5
11689,66,5
11690,81,5
11691,66,5
11692,66,4
11693,66,5
11694,66,3
11695,80,5
11696,67,4
11697,70,4
11698,67,4
11699,111,4
11700,67,4
11701,179,5
11702,67,4
11703,67,5
11704,67,5
11705,67,4
11706,68,4
11707,80,5
11708,1338,2
11709,69,2
11710,69,4
11711,69,5
11712,69,5
11713,69,4
11714,79,3
11715,69,3
11716,85,4
11717,69,5
11718,70,5
11719,77,3
11720,224,4
11721,70,3
11722,70,5
11723,75,2
11724,71,4
11725,71,3
11726,71,5
11727,71,5
11728,71,4
11729,71,5
11730,71,5
11731,109,5
11732,77,2
11733,91,4
11734,114,5
11735,80,1
11736,84,5
11737,132,4
11738,88,4
11739,82,4
11740,153,5
11741,82,4
11742,73,4
11743,74,3
11744,73,5
11745,73,5
11746,183,5
11747,74,4
11748,74,1
11749,252,5
11750,74,1
11751,92,5
11752,105,5
11753,80,4
11754,74,4
11755,146,4
11756,74,4
11757,74,4
11758,74,4
11759,80,5
11760,87,3
11761,75,5
11762,102,4
11763,89,3
11764,87,3
11765,88,3
11766,91,5
11767,75,4
11768,90,1
11769,76,5
11770,88,5
11771,79,2
11772,76,1
11773,76,5
11774,76,5
11775,76,5
11776,90,5
11777,87,5
11778,76,5
11779,77,5
11780,240,4
11781,168,3
11782,77,3
11783,77,5
11784,77,5
11785,77,5
11786,77,5
11787,77,4
11788,77,5
11789,77,5
11790,165,4
11791,84,5
11792,134,5
11793,136,5
11794,78,4
11795,84,5
11796,88,5
11797,332,4
11798,113,2
11799,88,3
11800,222,3
11801,78,5
11802,78,2
11803,87,4
11804,79,5
11805,79,3
11806,80,1
11807,104,5
11808,86,5
11809,79,5
11810,79,1
11811,90,4
11812,80,5
11813,80,5
11814,80,4
11815,81,4
11816,81,4
11817,81,4
11818,82,3
11819,82,5
11820,82,4
11821,82,5
11822,82,5
11823,82,1
11824,82,4
11825,82,2
11826,82,3
11827,83,5
11828,83,5
11829,83,4
11830,84,3
11831,84,4
11832,85,5
11833,85,5
11834,85,4
11835,86,5
11836,86,3
11837,86,1
11838,86,4
11839,87,5
11840,87,3
11841,87,3
11842,87,3
11843,88,4
11844,88,5
11845,88,4
11846,90,5
11847,90,4
11848,90,1
11849,90,4
11850,91,5
11851,91,5
11852,91,4
11853,91,2
11854,92,3
11855,92,5
11856,93,3
11857,94,3
11858,94,2
11859,94,2
11860,96,3
11861,96,4
11862,98,5
11863,98,5
11864,98,5
11865,98,5
11866,102,5
11867,103,5
11868,103,5
11869,103,5
11870,104,4
11871,104,5
11872,104,4
11873,105,3
11874,106,4
11875,106,2
11876,106,4
11877,106,4
11878,107,4
11879,108,4
11880,109,5
11881,109,5
11882,110,2
11883,111,4
11884,111,4
11885,111,5
11886,112,4
11887,113,5
11888,114,5
11889,115,4
11890,115,4
11891,116,3
11892,117,5
11893,117,4
11894,118,5
11895,118,5
11896,119,5
11897,119,1
11898,119,1
11899,120,5
11900,120,4
11901,120,5
11902,121,4
11903,122,5
11904,122,5
11905,122,5
11906,123,3
11907,124,5
11908,124,4
11909,125,5
11910,125,5
11911,126,5
11912,126,5
11913,126,5
11914,127,4
11915,128,1
11916,128,4
11917,129,4
11918,129,4
11919,130,3
11920,131,5
11921,131,1
11922,132,5
11923,133,5
11924,133,5
11925,134,1
11926,134,5
11927,134,5
11928,135,2
11929,135,5
11930,136,3
11931,136,5
11932,137,5
11933,137,5
11934,137,4
11935,138,4
11936,138,3
11937,139,5
11938,139,5
11939,139,1
11940,140,5
11941,140,5
11942,140,5
11943,140,5
11944,143,4
11945,143,5
11946,143,1
11947,143,4
11948,144,5
11949,145,4
11950,145,4
11951,146,3
11952,146,5
11953,146,4
11954,147,5
11955,147,3
11956,149,3
11957,149,1
11958,149,1
11959,150,2
11960,151,4
11961,151,1
11962,154,4
11963,154,4
11964,156,4
11965,157,3
11966,157,2
11967,157,4
11968,157,2
11969,159,3
11970,160,5
11971,161,4
11972,161,5
11973,163,5
11974,163,4
11975,166,5
11976,167,5
11977,167,4
11978,167,5
11979,168,5
11980,169,3
11981,169,4
11982,170,3
11983,172,3
11984,172,5
11985,172,3
11986,173,1
11987,173,4
11988,175,4
11989,176,2
11990,178,4
11991,180,3
11992,181,4
11993,183,2
11994,184,1
11995,185,5
11996,186,3
11997,191,5
11998,193,4
11999,194,5
12000,198,4
12001,198,5
12002,202,5
12003,203,3
12004,203,5
12005,206,5
12006,206,5
12007,206,5
12008,208,5
12009,209,4
12010,210,3
12011,210,5
12012,222,3
12013,225,4
12014,229,5
12015,232,5
12016,235,4
12017,236,4
12018,243,4
12019,247,1
12020,252,2
12021,273,3
12022,277,3
12023,295,4
12024,326,3
12025,350,5
12026,354,5
12027,357,3
12028,382,5
12029,429,2
12030,539,5
12031,681,3
12032,744,4
12033,80,5
12034,81,2
12035,200,5
12036,85,4
12037,85,3
12038,96,5
12039,115,4
12040,102,5
12041,103,5
12042,1707,4
12043,153,5
12044,24,5
12045,17,5
12046,103,4
12047,6,5
12048,9,5
12049,7,2
12050,32,5
12051,0,2
12052,86,5
12053,64,5
12054,10,3
12055,159,1
12056,3,5
12057,7,5
12058,13,5
12059,0,5
12060,188,5
12061,7,4
12062,44,4
12063,2,2
12064,3,4
12065,3,5
12066,81,5
12067,16,5
12068,0,4
12069,6,3
12070,62,5
12071,115,5
12072,241,5
12073,0,3
12074,15,4
12075,0,5
12076,9,1
12077,41,5
12078,106,4
12079,63,5
12080,50,5
12081,14,4
12082,33,5
12083,10,3
12084,136,5
12085,82,5
12086,71,1
12087,1,4
12088,352,2
12089,49,5
12090,17,1
12091,21,3
12092,18,3
12093,212,4
12094,4,4
12095,1,4
12096,25,3
12097,132,5
12098,0,5
12099,7,5
12100,81,4
12101,19,5
12102,25,5
12103,1,5
12104,4,5
12105,19,4
12106,1,3
12107,199,4
12108,3,5
12109,60,5
12110,18,5
12111,71,5
12112,24,5
12113,3,4
12114,173,5
12115,6,5
12116,48,5
12117,91,3
12118,17,4
12119,27,2
12120,3,4
12121,0,2
12122,72,4
12123,9,4
12124,11,2
12125,98,5
12126,91,3
12127,18,3
12128,28,5
12129,14,5
12130,29,5
12131,4,5
12132,68,5
12133,8,4
12134,2,5
12135,24,1
12136,4,5
12137,11,5
12138,60,2
12139,3,5
12140,44,4
12141,2,2
12142,7,4
12143,23,3
12144,27,5
12145,63,5
12146,4,4
12147,84,5
12148,5,5
12149,5,1
12150,11,3
12151,45,4
12152,61,4
12153,21,3
12154,4,4
12155,0,5
12156,10,3
12157,6,4
12158,15,4
12159,96,5
12160,17,4
12161,4,2
12162,19,1
12163,52,5
12164,52,3
12165,17,5
12166,3,4
12167,7,5
12168,5,2
12169,12,5
12170,13,4
12171,68,5
12172,161,4
12173,110,5
12174,55,4
12175,6,4
12176,14,5
12177,110,5
12178,4,5
12179,0,4
12180,137,5
12181,304,5
12182,11,5
12183,5,3
12184,21,4
12185,48,5
12186,18,4
12187,14,5
12188,8,3
12189,172,5
12190,157,5
12191,20,4
12192,9,5
12193,6,4
12194,24,5
12195,43,5
12196,26,5
12197,10,1
12198,15,5
12199,24,4
12200,22,3
12201,104,4
12202,11,5
12203,63,5
12204,47,3
12205,34,4
12206,14,5
12207,5,5
12208,20,4
12209,28,4
12210,133,5
12211,109,5
12212,29,5
12213,27,3
12214,27,2
12215,2,5
12216,67,5
12217,4,5
12218,52,5
12219,64,5
12220,15,3
12221,15,4
12222,96,5
12223,4,5
12224,55,4
12225,40,5
12226,54,1
12227,35,2
12228,13,4
12229,73,5
12230,88,3
12231,88,5
12232,3,5
12233,295,5
12234,62,5
12235,2,5
12236,38,3
12237,22,5
12238,2,2
12239,62,5
12240,0,3
12241,8,5
12242,45,5
12243,28,5
12244,3,4
12245,25,2
12246,4,5
12247,40,4
12248,111,5
12249,84,5
12250,246,2
12251,85,5
12252,8,5
12253,38,3
12254,22,3
12255,24,5
12256,79,4
12257,43,4
12258,3,3
12259,76,5
12260,55,4
12261,250,3
12262,30,2
12263,113,4
12264,1,5
12265,14,4
12266,5,5
12267,19,2
12268,8,4
12269,108,4
12270,0,4
12271,13,4
12272,0,5
12273,5,5
12274,19,5
12275,3,2
12276,5,5
12277,0,4
12278,27,5
12279,11,3
12280,2,4
12281,135,5
12282,26,5
12283,84,2
12284,17,5
12285,57,4
12286,91,5
12287,102,5
12288,265,2
12289,26,5
12290,0,5
12291,0,5
12292,0,5
12293,241,4
12294,89,5
12295,15,5
12296,6,4
12297,15,5
12298,6,3
12299,2,4
12300,195,4
12301,76,5
12302,16,5
12303,0,4
12304,137,5
12305,44,5
12306,1,3
12307,19,5
12308,16,4
12309,19,4
12310,33,5
12311,3,5
12312,277,3
12313,7,5
12314,162,5
12315,1,4
12316,708,5
12317,386,3
12318,25,5
12319,152,4
12320,1,5
12321,1,2
12322,1,3
12323,125,5
12324,3,4
12325,25,5
12326,47,5
12327,58,3
12328,36,5
12329,9,5
12330,24,5
12331,27,5
12332,148,5
12333,41,4
12334,5,5
12335,57,5
12336,80,4
12337,1,2
12338,226,5
12339,1,5
12340,1,3
12341,1436,5
12342,35,4
12343,11,3
12344,1,4
12345,123,2
12346,356,5
12347,27,5
12348,255,2
12349,8,3
12350,57,5
12351,147,5
12352,86,2
12353,5,2
12354,31,3
12355,36,5
12356,22,4
12357,75,4
12358,58,5
12359,150,5
12360,10,5
12361,8,5
12362,32,4
12363,624,5
12364,109,5
12365,3,5
12366,89,4
12367,20,5
12368,299,3
12369,215,5
12370,83,3
12371,65,5
12372,22,5
12373,267,3
12374,80,1
12375,66,3
12376,2,5
12377,11,4
12378,51,5
12379,13,5
12380,1,5
12381,9,5
12382,8,4
12383,71,1
12384,30,1
12385,62,4
12386,2,4
12387,52,5
12388,116,2
12389,14,4
12390,9,5
12391,25,4
12392,28,5
12393,3,4
12394,10,3
12395,55,5
12396,110,4
12397,8,5
12398,87,5
12399,1,4
12400,41,5
12401,28,2
12402,1,5
12403,1,2
12404,46,5
12405,17,3
12406,4,4
12407,649,5
12408,58,5
12409,660,2
12410,1,3
12411,2,5
12412,17,5
12413,89,1
12414,1,5
12415,87,5
12416,1,2
12417,29,5
12418,40,5
12419,54,5
12420,3,2
12421,97,5
12422,56,5
12423,1,5
12424,87,5
12425,23,1
12426,293,5
12427,407,5
12428,92,3
12429,68,4
12430,8,3
12431,78,4
12432,76,3
12433,16,4
12434,35,5
12435,1,5
12436,43,4
12437,61,2
12438,4,2
12439,62,5
12440,98,4
12441,8,4
12442,58,3
12443,12,4
12444,26,4
12445,4,4
12446,90,5
12447,64,3
12448,61,5
12449,6,4
12450,1,4
12451,86,3
12452,60,5
12453,1,3
12454,8,4
12455,22,5
12456,214,3
12457,42,5
12458,6,5
12459,86,4
12460,1,4
12461,79,5
12462,21,5
12463,1,2
12464,34,4
12465,63,4
12466,1,4
12467,32,4
12468,1,5
12469,1,4
12470,30,4
12471,16,5
12472,6,5
12473,57,5
12474,30,4
12475,15,4
12476,17,5
12477,1,4
12478,59,4
12479,12,5
12480,1,4
12481,691,3
12482,1,4
12483,15,4
12484,34,5
12485,18,5
12486,79,5
12487,80,2
12488,249,5
12489,34,4
12490,67,4
12491,15,5
12492,113,5
12493,80,2
12494,29,2
12495,13,5
12496,22,4
12497,11,2
12498,9,5
12499,15,5
12500,12,5
12501,96,5
12502,14,5
12503,9,4
12504,6,5
12505,40,3
12506,1,4
12507,1,3
12508,44,5
12509,6,4
12510,88,2
12511,7,3
12512,42,5
12513,21,2
12514,21,5
12515,49,3
12516,2,3
12517,60,5
12518,12,2
12519,4,4
12520,4,2
12521,1,5
12522,48,3
12523,7,5
12524,77,2
12525,25,5
12526,7,5
12527,1,4
12528,1,5
12529,28,5
12530,51,4
12531,1,4
12532,1,4
12533,86,2
12534,27,4
12535,143,5
12536,4,2
12537,225,5
12538,16,5
12539,8,4
12540,37,5
12541,90,4
12542,21,2
12543,59,4
12544,6,2
12545,6,5
12546,6,3
12547,132,5
12548,337,4
12549,355,4
12550,130,5
12551,104,5
12552,33,5
12553,63,5
12554,1,5
12555,110,4
12556,102,5
12557,35,5
12558,57,4
12559,87,2
12560,4,4
12561,7,5
12562,81,2
12563,58,5
12564,10,3
12565,83,3
12566,188,5
12567,15,4
12568,14,5
12569,14,4
12570,1,5
12571,78,5
12572,89,5
12573,121,4
12574,79,5
12575,1,4
12576,89,4
12577,59,3
12578,158,4
12579,14,5
12580,11,5
12581,196,3
12582,1,5
12583,89,3
12584,88,5
12585,82,5
12586,211,3
12587,54,2
12588,302,4
12589,1,5
12590,4,4
12591,9,4
12592,35,5
12593,29,5
12594,1,5
12595,15,4
12596,14,5
12597,133,4
12598,84,1
12599,37,5
12600,1,5
12601,4,4
12602,41,5
12603,11,2
12604,11,5
12605,106,2
12606,25,4
12607,27,5
12608,36,5
12609,6,2
12610,20,5
12611,115,4
12612,13,4
12613,63,5
12614,24,3
12615,29,4
12616,120,5
12617,1,5
12618,35,5
12619,15,3
12620,15,1
12621,82,4
12622,3,2
12623,50,4
12624,18,5
12625,3,4
12626,85,5
12627,19,5
12628,72,2
12629,47,3
12630,3,5
12631,24,5
12632,7,4
12633,18,5
12634,13,2
12635,105,3
12636,17,2
12637,25,4
12638,78,5
12639,12,5
12640,12,5
12641,4,5
12642,60,5
12643,57,2
12644,9,5
12645,4,3
12646,8,5
12647,53,3
12648,19,5
12649,3,4
12650,8,5
12651,4,4
12652,42,2
12653,5,5
12654,3,4
12655,9,4
12656,245,5
12657,152,4
12658,3,5
12659,242,4
12660,3,5
12661,130,4
12662,63,5
12663,16,5
12664,57,4
12665,11,5
12666,8,5
12667,14,5
12668,2,4
12669,2,5
12670,32,5
12671,59,4
12672,5,4
12673,23,4
12674,90,3
12675,48,2
12676,178,5
12677,3,3
12678,8,3
12679,10,5
12680,20,5
12681,23,3
12682,2,5
12683,5,4
12684,12,1
12685,5,5
12686,25,5
12687,63,4
12688,24,5
12689,2,1
12690,15,4
12691,2,5
12692,14,5
12693,42,5
12694,7,2
12695,12,4
12696,41,5
12697,25,5
12698,21,4
12699,2,5
12700,63,5
12701,41,5
12702,15,3
12703,88,3
12704,31,5
12705,2,2
12706,62,5
12707,2,1
12708,77,4
12709,461,4
12710,7,4
12711,2,2
12712,2,5
12713,2,5
12714,2,5
12715,77,2
12716,70,5
12717,8,2
12718,2,2
12719,45,1
12720,82,4
12721,50,4
12722,2,2
12723,22,5
12724,47,4
12725,46,4
12726,82,5
12727,17,4
12728,23,4
12729,7,4
12730,76,5
12731,352,4
12732,8,4
12733,11,5
12734,56,5
12735,15,5
12736,28,2
12737,90,5
12738,35,5
12739,5,5
12740,2,5
12741,76,5
12742,2,4
12743,7,5
12744,6,3
12745,64,5
12746,2,3
12747,49,4
12748,63,4
12749,87,5
12750,17,3
12751,15,5
12752,99,3
12753,6,3
12754,12,5
12755,90,3
12756,23,5
12757,91,4
12758,25,5
12759,2,5
12760,2,1
12761,55,1
12762,17,5
12763,120,3
12764,78,4
12765,20,5
12766,33,5
12767,28,3
12768,60,5
12769,26,4
12770,26,5
12771,84,5
12772,4,5
12773,14,3
12774,79,4
12775,76,5
12776,48,5
12777,16,4
12778,2,4
12779,4,4
12780,77,5
12781,13,5
12782,18,5
12783,196,5
12784,44,5
12785,9,3
12786,2,5
12787,2,4
12788,8,5
12789,66,4
12790,80,3
12791,73,1
12792,6,5
12793,2,4
12794,18,5
12795,18,5
12796,6,5
12797,3,4
12798,18,5
12799,25,5
12800,1210,5
12801,244,3
12802,14,5
12803,8,2
12804,22,5
12805,77,4
12806,71,2
12807,91,5
12808,3,4
12809,3,5
12810,3,5
12811,17,4
12812,20,5
12813,77,5
12814,56,5
12815,45,3
12816,4,4
12817,71,4
12818,6,5
12819,24,4
12820,3,3
12821,3,5
12822,3,5
12823,3,4
12824,342,4
12825,58,5
12826,62,5
12827,3,5
12828,158,3
12829,253,3
12830,3,4
12831,17,3
12832,125,5
12833,22,5
12834,73,1
12835,94,3
12836,55,4
12837,3,5
12838,162,3
12839,136,5
12840,95,1
12841,6,4
12842,169,5
12843,9,5
12844,11,4
12845,11,2
12846,3,3
12847,153,5
12848,19,4
12849,62,2
12850,179,4
12851,3,4
12852,3,5
12853,35,5
12854,59,3
12855,6,4
12856,84,4
12857,13,5
12858,3,5
12859,39,5
12860,74,4
12861,76,5
12862,52,4
12863,26,5
12864,3,3
12865,18,4
12866,5,5
