,0,1,2,3,4
11073,Ford,Transit,mechanical,red,500000
11074,Ford,Mondeo,mechanical,silver,300000
11075,Ford,Transit,mechanical,silver,236000
11076,Ford,Mondeo,mechanical,green,370000
11077,Ford,Mondeo,mechanical,green,360000
11078,Ford,Sierra,mechanical,other,150000
11079,Ford,Mondeo,automatic,silver,265000
11080,Ford,Mondeo,mechanical,green,300000
11081,Ford,Focus,automatic,black,12000
11082,Ford,Escort,mechanical,grey,350000
11083,Ford,Focus,mechanical,silver,197000
11084,Ford,C-Max,mechanical,black,202000
11085,Ford,Fiesta,mechanical,blue,247000
11086,Ford,Scorpio,mechanical,grey,390000
11087,Ford,Focus,automatic,silver,250000
11088,Ford,Mondeo,mechanical,green,340000
11089,Ford,Focus,mechanical,black,150000
11090,Ford,Transit,mechanical,white,85000
11091,Ford,Sierra,mechanical,other,150000
11092,Ford,Transit,mechanical,silver,256000
11093,Ford,Transit,mechanical,white,460100
11094,Ford,Escape,automatic,black,200000
11095,Ford,Escort,mechanical,silver,90000
11096,Ford,Transit,mechanical,yellow,300000
11097,Ford,Scorpio,mechanical,green,111111
11098,Ford,C-Max,mechanical,other,117000
11099,Ford,Escort,mechanical,other,290000
11100,Ford,Scorpio,mechanical,green,301000
11101,Ford,Ka,mechanical,red,98600
11102,Ford,Focus,mechanical,silver,278000
11103,Ford,Transit,mechanical,white,400000
11104,Ford,Transit,mechanical,white,270000
11105,Ford,Mondeo,mechanical,green,350000
11106,Ford,Escort,mechanical,green,250000
11107,Ford,Fusion,automatic,red,109000
11108,Ford,Galaxy,mechanical,grey,228000
11109,Ford,Kuga,automatic,black,130000
11110,Ford,Transit,mechanical,white,350000
11111,Ford,Galaxy,mechanical,grey,136000
11112,Ford,Galaxy,mechanical,yellow,188000
11113,Ford,Fiesta,mechanical,green,66000
11114,Ford,Sierra,mechanical,grey,123456
11115,Ford,Transit,mechanical,blue,262000
11116,Ford,Scorpio,mechanical,blue,351000
11117,Ford,Transit,mechanical,red,300000
11118,Ford,Mondeo,mechanical,other,259500
11119,Ford,Mondeo,mechanical,blue,290000
11120,Ford,Mondeo,mechanical,silver,400000
11121,Ford,Mondeo,mechanical,blue,260000
11122,Ford,Fusion,automatic,white,116000
11123,Ford,Mondeo,mechanical,green,333000
11124,Ford,Orion,mechanical,blue,100000
11125,Ford,Sierra,mechanical,brown,300000
11126,Ford,Mondeo,mechanical,green,500000
11127,Ford,C-Max,mechanical,silver,227000
11128,Ford,Mondeo,mechanical,green,356000
11129,Ford,Transit,mechanical,red,320000
11130,Ford,Focus,mechanical,blue,1000000
11131,Ford,Mondeo,mechanical,violet,300000
11132,Ford,Galaxy,mechanical,silver,363000
11133,Ford,Galaxy,mechanical,red,330000
11134,Ford,Mondeo,mechanical,blue,250000
11135,Ford,Fusion,automatic,blue,106300
11136,Ford,Transit,mechanical,white,450000
11137,Ford,Mondeo,mechanical,violet,1000000
11138,Ford,Transit,mechanical,red,276345
11139,Ford,Fusion,automatic,other,71000
11140,Ford,Mondeo,mechanical,blue,242000
11141,Ford,Focus,automatic,green,270000
11142,Ford,Contour,automatic,other,240000
11143,Ford,Mondeo,mechanical,blue,189000
11144,Ford,Fusion,automatic,grey,148000
11145,Ford,Escape,automatic,silver,199000
11146,Ford,Kuga,automatic,silver,199000
11147,Ford,Transit,mechanical,red,400000
11148,Ford,Focus,automatic,black,41000
11149,Ford,Fusion,automatic,other,132000
11150,Ford,Galaxy,mechanical,other,220000
11151,Ford,Mondeo,mechanical,green,310000
11152,Ford,Fusion,mechanical,blue,298000
11153,Ford,Escape,automatic,grey,115000
11154,Ford,Mondeo,mechanical,silver,276000
11155,Ford,Focus,mechanical,blue,205641
11156,Ford,Focus,mechanical,blue,300000
11157,Ford,Sierra,mechanical,black,565350
11158,Ford,Escort,mechanical,blue,220000
11159,Ford,Mondeo,mechanical,black,236750
11160,Ford,Focus,mechanical,silver,110000
11161,Ford,Escort,mechanical,violet,320000
11162,Ford,Mondeo,automatic,black,190000
11163,Ford,Transit,mechanical,white,400000
11164,Ford,F150,mechanical,white,113971
11165,Ford,Focus,mechanical,silver,210000
11166,Ford,Explorer,automatic,blue,400000
11167,Ford,Mondeo,mechanical,blue,280000
11168,Ford,Transit,mechanical,white,310000
11169,Ford,Galaxy,mechanical,black,353000
11170,Ford,Scorpio,automatic,blue,240000
11171,Ford,Escape,mechanical,black,225308
11172,Ford,Transit,mechanical,blue,123000
11173,Ford,Galaxy,mechanical,blue,388000
11174,Ford,Focus,mechanical,blue,174000
11175,Ford,Focus,mechanical,violet,305000
11176,Ford,Escape,automatic,black,67000
11177,Ford,Transit,mechanical,blue,199000
11178,Ford,C-Max,automatic,grey,280000
11179,Ford,Sierra,mechanical,other,460000
11180,Ford,Sierra,mechanical,grey,200000
11181,Ford,Focus,automatic,silver,125000
11182,Ford,Sierra,mechanical,silver,67000
11183,Ford,Escort,mechanical,blue,300000
11184,Ford,Mondeo,mechanical,blue,333333
11185,Ford,Fiesta,mechanical,white,93500
11186,Ford,Mondeo,automatic,silver,298000
11187,Ford,Galaxy,mechanical,blue,270000
11188,Ford,Mondeo,mechanical,green,1000000
11189,Ford,Courier,mechanical,silver,1000000
11190,Ford,Mondeo,mechanical,silver,400000
11191,Ford,Ka,mechanical,other,27000
11192,Ford,Mondeo,mechanical,grey,298000
11193,Ford,Focus,mechanical,silver,265000
11194,Ford,Courier,mechanical,blue,65000
11195,Ford,Focus,automatic,other,467890
11196,Ford,Mondeo,mechanical,brown,78000
11197,Ford,Transit,mechanical,silver,243000
11198,Ford,Galaxy,mechanical,blue,320000
11199,Ford,Transit,mechanical,white,270000
11200,Ford,Scorpio,mechanical,black,345236
11201,Ford,Fiesta,mechanical,red,93500
11202,Ford,Focus,mechanical,silver,228957
11203,Ford,Focus,mechanical,white,476346
11204,Ford,Focus,mechanical,silver,392000
11205,Ford,Transit,mechanical,white,142600
11206,Ford,Mondeo,mechanical,blue,338000
11207,Ford,Explorer,automatic,silver,60000
11208,Ford,Focus,mechanical,silver,135000
11209,Ford,Escort,mechanical,red,444444
11210,Ford,Mondeo,mechanical,blue,400000
11211,Ford,Mondeo,mechanical,blue,263300
11212,Ford,Mondeo,mechanical,green,235000
11213,Ford,Focus,mechanical,yellow,103000
11214,Ford,Ranger,automatic,red,160000
11215,Ford,Mondeo,mechanical,white,410000
11216,Ford,Focus,mechanical,other,70000
11217,Ford,Focus,automatic,grey,247767
11218,Ford,Mondeo,mechanical,blue,300000
11219,Ford,Fiesta,mechanical,other,111000
11220,Ford,Mondeo,automatic,black,105000
11221,Ford,Transit,mechanical,white,660000
11222,Ford,Galaxy,automatic,black,256000
11223,Ford,Mondeo,mechanical,blue,391000
11224,Ford,Fusion,automatic,red,173000
11225,Ford,Focus,automatic,black,38000
11226,Ford,Transit,mechanical,black,333000
11227,Ford,Mondeo,mechanical,red,400000
11228,Ford,Transit,mechanical,white,340000
11229,Ford,Focus,automatic,other,129671
11230,Ford,Mondeo,mechanical,green,392964
11231,Ford,Mondeo,mechanical,green,605927
11232,Ford,Sierra,mechanical,green,64616
11233,Ford,Escort,mechanical,green,39043
11234,Ford,Orion,mechanical,green,46798
11235,Ford,Escort,mechanical,blue,81474
11236,Ford,Mondeo,mechanical,violet,406694
11237,Ford,Focus,mechanical,black,11
11238,Ford,Orion,mechanical,blue,349384
11239,Ford,Mondeo,mechanical,black,312652
11240,Ford,Transit,mechanical,red,415353
11241,Ford,Escort,mechanical,white,56149
11242,Ford,Mondeo,mechanical,green,227004
11243,Ford,Transit,mechanical,white,133493
11244,Ford,Fiesta,mechanical,white,64549
11245,Ford,Orion,mechanical,grey,78970
11246,Ford,Escort,mechanical,violet,13333
11247,Ford,Mondeo,mechanical,grey,352435
11248,Ford,Galaxy,mechanical,green,218912
11249,Ford,Focus,mechanical,green,11
11250,Ford,Sierra,mechanical,grey,7434
11251,Ford,Mondeo,mechanical,green,427259
11252,Ford,Transit,mechanical,white,11
11253,Ford,Mondeo,mechanical,red,319261
11254,Ford,Escort,mechanical,other,86327
11255,Ford,Sierra,mechanical,other,40096
11256,Ford,Mondeo,mechanical,blue,267553
11257,Ford,Escort,mechanical,blue,51429
11258,Ford,Fiesta,mechanical,red,31330
11259,Ford,Mondeo,mechanical,black,331522
11260,Ford,Transit,mechanical,white,347366
11261,Ford,Escort,mechanical,red,18888
11262,Ford,Mondeo,mechanical,black,164375
11263,Ford,Fiesta,mechanical,red,475
11264,Ford,Mondeo,mechanical,white,403092
11265,Ford,Galaxy,mechanical,black,357871
11266,Ford,Mondeo,mechanical,green,425998
11267,Ford,Mondeo,mechanical,violet,402855
11268,Ford,Focus,mechanical,silver,11
11269,Ford,Galaxy,mechanical,grey,300000
11270,Ford,Galaxy,mechanical,red,334000
11271,Ford,Fusion,automatic,silver,130000
11272,Ford,Ranger,mechanical,blue,250000
11273,Ford,Mondeo,mechanical,other,35000
11274,Ford,Mondeo,mechanical,red,293000
11275,Ford,Escape,automatic,blue,249448
11276,Ford,Focus,automatic,green,200000
11277,Ford,Escort,mechanical,red,300000
11278,Ford,Transit,mechanical,white,340000
11279,Ford,C-Max,mechanical,grey,196000
11280,Ford,Mondeo,mechanical,silver,200000
11281,Ford,Galaxy,mechanical,green,380000
11282,Ford,Courier,mechanical,white,300000
11283,Ford,Granada,mechanical,blue,67000
11284,Ford,S-Max,mechanical,grey,159000
11285,Ford,Mondeo,mechanical,grey,217000
11286,Ford,Galaxy,mechanical,silver,380000
11287,Ford,Escort,mechanical,black,460000
11288,Ford,Scorpio,automatic,grey,189000
11289,Ford,Sierra,mechanical,white,499967
11290,Ford,Focus,mechanical,blue,220000
11291,Ford,Focus,automatic,silver,300000
11292,Ford,Scorpio,mechanical,blue,450000
11293,Ford,Sierra,mechanical,blue,123456
11294,Ford,Sierra,mechanical,black,658700
11295,Ford,Mondeo,mechanical,green,238000
11296,Ford,Focus,automatic,black,257495
11297,Ford,Transit,mechanical,white,555555
11298,Ford,Fiesta,mechanical,brown,220000
11299,Ford,Focus,mechanical,silver,358000
11300,Ford,Focus,mechanical,silver,209000
11301,Ford,Escort,mechanical,green,555555
11302,Ford,Focus,mechanical,blue,220000
11303,Ford,Galaxy,mechanical,red,330000
11304,Ford,Galaxy,mechanical,blue,366100
11305,Ford,Focus,automatic,white,155000
11306,Ford,Mondeo,mechanical,green,320000
11307,Ford,Fiesta,mechanical,red,863216
11308,Ford,Transit,mechanical,white,447000
11309,Ford,Galaxy,mechanical,green,350000
11310,Ford,Focus,mechanical,silver,100000
11311,Ford,Galaxy,automatic,silver,245678
11312,Ford,C-Max,mechanical,blue,140000
11313,Ford,Galaxy,mechanical,blue,260000
11314,Ford,Fusion,mechanical,blue,160000
11315,Ford,Galaxy,mechanical,red,323455
11316,Ford,Focus,mechanical,other,209215
11317,Ford,Transit,mechanical,red,360000
11318,Ford,Galaxy,mechanical,blue,350000
11319,Ford,Transit,mechanical,white,333333
11320,Ford,Transit,mechanical,blue,300000
11321,Ford,Transit,mechanical,white,452000
11322,Ford,Sierra,mechanical,red,60000
11323,Ford,Sierra,mechanical,silver,270000
11324,Ford,Escort,mechanical,green,999999
11325,Ford,C-Max,automatic,blue,150000
11326,Ford,Mondeo,mechanical,black,444000
11327,Ford,Focus,automatic,white,53000
11328,Ford,Transit,mechanical,white,317000
11329,Ford,Focus,mechanical,other,167000
11330,Ford,Mondeo,mechanical,blue,321567
11331,Ford,C-Max,mechanical,black,135000
11332,Ford,Mondeo,mechanical,green,290000
11333,Ford,Fusion,automatic,white,102000
11334,Ford,Galaxy,mechanical,silver,450000
11335,Ford,C-Max,mechanical,silver,143000
11336,Ford,Granada,mechanical,brown,150000
11337,Ford,Mondeo,mechanical,blue,295000
11338,Ford,Focus,mechanical,black,86000
11339,Ford,Focus,automatic,grey,1000000
11340,Ford,Sierra,mechanical,red,300000
11341,Ford,Tourneo Custom,mechanical,white,240000
11342,Ford,Mondeo,mechanical,green,350000
11343,Ford,Mondeo,mechanical,silver,180000
11344,Ford,Escort,mechanical,green,222222
11345,Ford,Focus,mechanical,black,129000
11346,Ford,Tourneo,mechanical,grey,290000
11347,Ford,Scorpio,mechanical,brown,888888
11348,Ford,Focus,mechanical,silver,213000
11349,Ford,Fiesta,automatic,blue,209000
11350,Ford,Transit,mechanical,white,130000
11351,Ford,Focus,mechanical,black,151300
11352,Ford,Transit,mechanical,white,450000
11353,Ford,Mondeo,mechanical,green,333000
11354,Ford,Transit,mechanical,silver,450000
11355,Ford,Mondeo,automatic,silver,170000
11356,Ford,Focus,mechanical,black,146000
11357,Ford,Transit,mechanical,blue,600000
11358,Ford,Escort,mechanical,grey,98000
11359,Ford,Mondeo,mechanical,white,34000
11360,Ford,Fiesta,mechanical,violet,299999
11361,Ford,Mondeo,mechanical,blue,190000
11362,Ford,Focus,mechanical,blue,250000
11363,Ford,Mondeo,mechanical,violet,300000
11364,Ford,Tourneo,mechanical,blue,350000
11365,Ford,Transit,mechanical,white,350000
11366,Ford,Fiesta,mechanical,white,300000
11367,Ford,Galaxy,mechanical,red,380000
11368,Ford,Transit,mechanical,red,300000
11369,Ford,Ranger,automatic,black,0
11370,Ford,Mondeo,mechanical,blue,360000
11371,Ford,Fusion,automatic,blue,102000
11372,Ford,Escape,mechanical,grey,320000
11373,Ford,Escort,mechanical,red,450852
11374,Ford,Sierra,mechanical,white,150000
11375,Ford,Courier,mechanical,white,500000
11376,Ford,Mondeo,mechanical,green,180000
11377,Ford,Galaxy,mechanical,other,210000
11378,Ford,S-Max,mechanical,black,120000
11379,Ford,Transit,mechanical,grey,700000
11380,Ford,Transit,mechanical,grey,700000
11381,Ford,Transit,mechanical,red,250000
11382,Ford,Mondeo,mechanical,other,330000
11383,Ford,Sierra,mechanical,white,250212
11384,Ford,Mondeo,mechanical,blue,336661
11385,Ford,Transit,mechanical,red,120000
11386,Ford,Mondeo,mechanical,black,213000
11387,Ford,Mondeo,mechanical,silver,222222
11388,Ford,Escort,automatic,white,269000
11389,Ford,Mondeo,mechanical,white,314000
11390,Ford,Transit,mechanical,red,357000
11391,Ford,Escort,mechanical,blue,280000
11392,Ford,Mondeo,mechanical,black,240000
11393,Ford,Mondeo,mechanical,blue,190000
11394,Ford,Mondeo,mechanical,green,280000
11395,Ford,Puma,mechanical,black,200000
11396,Ford,Galaxy,mechanical,silver,394000
11397,Ford,Mondeo,mechanical,blue,430000
11398,Ford,Mondeo,mechanical,silver,291000
11399,Ford,Galaxy,mechanical,blue,170000
11400,Ford,Mondeo,mechanical,violet,280000
11401,Ford,Transit,mechanical,black,148000
11402,Ford,Mondeo,mechanical,silver,360000
11403,Ford,Focus,automatic,green,321869
11404,Ford,Scorpio,mechanical,green,380000
11405,Ford,Sierra,mechanical,blue,70000
11406,Ford,C-Max,mechanical,silver,260000
11407,Ford,Focus,mechanical,silver,408000
11408,Ford,Transit,mechanical,blue,350000
11409,Ford,Fusion,automatic,other,50000
11410,Ford,Sierra,mechanical,silver,100000
11411,Ford,Mondeo,mechanical,grey,325000
11412,Ford,Sierra,mechanical,grey,400000
11413,Ford,Transit,mechanical,other,390000
11414,Ford,Fusion,mechanical,blue,295000
11415,Ford,Escort,mechanical,silver,380000
11416,Ford,Mondeo,mechanical,silver,298000
11417,Ford,Mondeo,mechanical,blue,209000
11418,Ford,Mondeo,mechanical,red,200000
11419,Ford,Escort,mechanical,black,360000
11420,Ford,Mondeo,mechanical,silver,200000
11421,Ford,Focus,mechanical,silver,227000
11422,Ford,Mondeo,mechanical,green,380000
11423,Ford,Fiesta,mechanical,blue,380000
11424,Ford,Fusion,mechanical,silver,168000
11425,Ford,Focus,automatic,black,132000
11426,Ford,Mondeo,automatic,blue,315000
11427,Ford,Escort,mechanical,red,200000
11428,Ford,Mondeo,mechanical,violet,378000
11429,Ford,Mondeo,mechanical,black,331350
11430,Ford,Grand C-Max,mechanical,blue,118000
11431,Ford,C-Max,mechanical,silver,150000
11432,Ford,Mondeo,automatic,green,260800
11433,Ford,Focus,mechanical,silver,355000
11434,Ford,Mondeo,mechanical,red,230000
11435,Ford,Scorpio,mechanical,blue,80000
11436,Ford,Escort,mechanical,white,1000000
11437,Ford,Sierra,mechanical,silver,300000
11438,Ford,Transit,mechanical,silver,360000
11439,Ford,Mondeo,mechanical,white,361847
11440,Ford,Fusion,automatic,red,49895
11441,Ford,Mondeo,mechanical,other,305000
11442,Ford,Orion,mechanical,grey,345000
11443,Ford,Transit,mechanical,red,150000
11444,Ford,Transit,mechanical,white,340000
11445,Ford,Fiesta,mechanical,blue,251350
11446,Ford,Focus,mechanical,silver,279000
11447,Ford,S-Max,mechanical,black,260000
11448,Ford,Tourneo Custom,mechanical,white,74500
11449,Ford,Mondeo,mechanical,grey,310000
11450,Ford,S-Max,mechanical,black,280000
11451,Ford,Focus,automatic,silver,193121
11452,Ford,Scorpio,mechanical,other,250000
11453,Ford,Transit,mechanical,silver,240000
11454,Ford,Orion,mechanical,blue,100000
11455,Ford,Galaxy,mechanical,white,380000
11456,Ford,Focus,mechanical,grey,175000
11457,Ford,Mustang,automatic,blue,105000
11458,Ford,Mondeo,mechanical,blue,284000
11459,Ford,Galaxy,automatic,blue,340000
11460,Ford,Focus,mechanical,red,124000
11461,Ford,Galaxy,mechanical,silver,286000
11462,Ford,Mondeo,mechanical,green,240000
11463,Ford,Galaxy,mechanical,black,257000
11464,Ford,Transit,mechanical,other,200000
11465,Ford,Escape,mechanical,silver,120000
11466,Ford,Escort,mechanical,blue,320000
11467,Ford,Mondeo,mechanical,blue,453623
11468,Ford,Fusion,automatic,other,80000
11469,Ford,S-Max,mechanical,black,250000
11470,Ford,Escape,automatic,red,91000
11471,Ford,Galaxy,mechanical,blue,340000
11472,Ford,Transit,mechanical,blue,350000
11473,Ford,Sierra,mechanical,blue,358000
11474,Ford,Fusion,automatic,silver,101000
11475,Ford,Transit,mechanical,blue,400000
11476,Ford,Focus,mechanical,red,317041
11477,Ford,Galaxy,mechanical,silver,379000
11478,Ford,Focus,mechanical,black,350000
11479,Ford,Mondeo,mechanical,blue,250000
11480,Ford,Escape,automatic,green,120000
11481,Ford,Focus,mechanical,silver,212000
11482,Ford,Focus,mechanical,white,120000
11483,Ford,Escape,automatic,grey,145000
11484,Ford,Courier,mechanical,yellow,250000
11485,Ford,Fiesta,mechanical,other,300000
11486,Ford,Transit,mechanical,blue,333000
11487,Ford,Orion,mechanical,blue,458756
11488,Ford,C-Max,mechanical,other,365000
11489,Ford,Mondeo,mechanical,grey,436000
11490,Ford,Mondeo,mechanical,blue,400000
11491,Ford,Scorpio,mechanical,silver,327000
11492,Ford,Focus,mechanical,grey,300000
11493,Ford,Mondeo,automatic,silver,380000
11494,Ford,Focus,automatic,grey,155000
11495,Ford,Mondeo,mechanical,white,55555
11496,Ford,Transit,mechanical,white,317000
11497,Ford,Sierra,mechanical,red,500250
11498,Ford,Mondeo,mechanical,grey,342000
11499,Ford,Transit,mechanical,white,486000
11500,Ford,Focus,automatic,other,250000
11501,Ford,Probe,mechanical,red,300000
11502,Ford,Mondeo,mechanical,blue,111111
11503,Ford,Galaxy,automatic,white,258764
11504,Ford,Focus,mechanical,silver,360000
11505,Ford,Focus,mechanical,green,440000
11506,Ford,Mondeo,mechanical,black,130000
11507,Ford,Escort,mechanical,red,220000
11508,Ford,Focus,mechanical,red,257495
11509,Ford,Fiesta,mechanical,green,320000
11510,Ford,Windstar,automatic,other,225308
11511,Ford,Mondeo,mechanical,silver,300000
11512,Ford,Transit,mechanical,white,358965
11513,Ford,Transit,mechanical,white,500000
11514,Ford,Fiesta,mechanical,green,300000
11515,Ford,Escort,mechanical,other,293000
11516,Ford,Focus,mechanical,other,180000
11517,Ford,Mondeo,mechanical,blue,411000
11518,Ford,Focus,mechanical,white,160000
11519,Ford,Fiesta,mechanical,violet,11500
11520,Ford,Transit,mechanical,white,300000
11521,Ford,Mondeo,mechanical,violet,500000
11522,Ford,Escort,mechanical,silver,300000
11523,Ford,C-Max,mechanical,blue,200000
11524,Ford,Focus,mechanical,green,240000
11525,Ford,Mondeo,mechanical,green,380000
11526,Ford,Fusion,automatic,other,125000
11527,Ford,Focus,mechanical,silver,173000
11528,Ford,Focus,mechanical,red,200000
11529,Ford,Escort,mechanical,silver,250000
11530,Ford,C-Max,mechanical,blue,215000
11531,Ford,Transit,mechanical,green,400000
11532,Ford,S-Max,mechanical,grey,240000
11533,Ford,Mondeo,mechanical,green,318000
11534,Ford,Galaxy,mechanical,blue,346000
11535,Ford,Mondeo,mechanical,grey,250000
11536,Ford,Mondeo,mechanical,silver,390000
11537,Ford,Escape,automatic,silver,190000
11538,Ford,Mondeo,automatic,silver,370000
11539,Ford,Transit,mechanical,white,180784
11540,Ford,Kuga,mechanical,other,103000
11541,Ford,Mondeo,mechanical,black,350000
11542,Ford,Orion,mechanical,blue,500000
11543,Ford,Fusion,mechanical,red,186000
11544,Ford,S-Max,automatic,grey,206000
11545,Ford,Galaxy,mechanical,blue,320000
11546,Ford,Escort,mechanical,white,254000
11547,Ford,Fusion,automatic,silver,240000
11548,Ford,Mondeo,mechanical,blue,390000
11549,Ford,Fusion,automatic,other,112000
11550,Ford,Galaxy,mechanical,blue,247505
11551,Ford,Mondeo,mechanical,black,412000
11552,Ford,Focus,mechanical,blue,195700
11553,Ford,Transit,mechanical,white,300000
11554,Ford,Fusion,automatic,blue,70811
11555,Ford,Focus,mechanical,black,236000
11556,Ford,Transit,mechanical,white,370000
11557,Ford,Focus,mechanical,blue,230000
11558,Ford,Mondeo,mechanical,other,160000
11559,Ford,Focus,mechanical,silver,290000
11560,Ford,Mondeo,mechanical,other,390000
11561,Ford,Focus,mechanical,other,257000
11562,Ford,Focus,mechanical,green,188000
11563,Ford,Transit,mechanical,blue,345000
11564,Ford,Mondeo,mechanical,black,130000
11565,Ford,Escort,mechanical,red,150000
11566,Ford,Focus,mechanical,other,185000
11567,Ford,Focus,automatic,silver,250000
11568,Ford,Galaxy,mechanical,green,460000
11569,Ford,S-Max,mechanical,grey,155000
11570,Ford,Maverick,mechanical,other,150000
11571,Ford,Fiesta,mechanical,black,113240
11572,Ford,Focus,automatic,grey,2090
11573,Ford,S-Max,automatic,black,120000
11574,Ford,Escort,mechanical,black,380000
11575,Ford,Mondeo,mechanical,violet,358000
11576,Ford,C-Max,mechanical,black,180000
11577,Ford,Sierra,mechanical,white,93720
11578,Ford,Escort,mechanical,red,75000
11579,Ford,Galaxy,mechanical,red,300000
11580,Ford,Fiesta,automatic,silver,158000
11581,Ford,S-Max,mechanical,grey,147000
11582,Ford,Focus,mechanical,silver,460000
11583,Ford,Fiesta,mechanical,blue,135000
11584,Ford,Escape,mechanical,green,296119
11585,Ford,Mondeo,mechanical,red,280000
11586,Ford,Transit,mechanical,white,296000
11587,Ford,C-Max,mechanical,other,287454
11588,Ford,Galaxy,automatic,white,256867
11589,Ford,Galaxy,mechanical,green,3800
11590,Ford,Mondeo,mechanical,blue,278000
11591,Ford,Fusion,automatic,silver,235000
11592,Ford,Transit,mechanical,white,530000
11593,Ford,Mondeo,mechanical,white,265000
11594,Ford,Fusion,automatic,red,91000
11595,Ford,C-Max,mechanical,silver,240000
11596,Ford,Escort,mechanical,green,285000
11597,Ford,C-Max,mechanical,white,186000
11598,Ford,Focus,mechanical,black,110000
11599,Ford,Focus,automatic,blue,99000
11600,Ford,Scorpio,mechanical,silver,300000
11601,Ford,Focus,automatic,grey,133000
11602,Ford,Escort,mechanical,blue,350000
11603,Ford,Transit,mechanical,red,200000
11604,Ford,Cougar,automatic,black,230000
11605,Ford,E450,automatic,white,360000
11606,Ford,Focus,mechanical,silver,240000
11607,Ford,Focus,automatic,black,317041
11608,Ford,Mondeo,mechanical,green,200000
11609,Ford,Transit,mechanical,white,378000
11610,Ford,Mondeo,mechanical,other,303500
11611,Ford,Mondeo,mechanical,other,400000
11612,Ford,Focus,automatic,silver,230000
11613,Ford,Focus,mechanical,grey,250000
11614,Ford,Focus,mechanical,blue,310000
11615,Ford,Focus,automatic,other,1000000
11616,Ford,Focus,automatic,other,140000
11617,Ford,Transit,mechanical,white,450000
11618,Ford,Sierra,mechanical,blue,250000
11619,Ford,Fusion,automatic,grey,127000
11620,Ford,Escort,mechanical,other,200000
11621,Ford,C-Max,mechanical,grey,292000
11622,Ford,Mondeo,automatic,brown,190000
11623,Ford,Transit,mechanical,blue,289682
11624,Ford,Mondeo,automatic,silver,296000
11625,Ford,Focus,mechanical,black,250000
11626,Ford,Focus,mechanical,black,250000
11627,Ford,Ka,mechanical,red,50000
11628,Ford,Focus,mechanical,silver,92300
11629,Ford,Focus,mechanical,black,109000
11630,Ford,Mondeo,mechanical,blue,205000
11631,Ford,Scorpio,mechanical,other,250000
11632,Ford,Focus,automatic,blue,320000
11633,Ford,Galaxy,mechanical,silver,420000
11634,Ford,Escort,mechanical,silver,65000
11635,Ford,Mondeo,mechanical,silver,170000
11636,Ford,Escort,mechanical,violet,350000
11637,Ford,C-Max,mechanical,black,262000
11638,Ford,Focus,mechanical,red,300000
11639,Ford,Kuga,mechanical,other,170000
11640,Ford,Transit,mechanical,white,300000
11641,Ford,Focus,mechanical,silver,270000
11642,Ford,Focus,automatic,blue,281635
11643,Ford,Mondeo,mechanical,blue,250000
11644,Ford,Transit,mechanical,white,319000
11645,Ford,Sierra,automatic,white,200000
11646,Ford,Sierra,mechanical,white,150000
11647,Ford,Mondeo,mechanical,violet,229999
11648,Ford,Mondeo,mechanical,green,99999
11649,Ford,Transit,mechanical,red,300000
11650,Ford,Mondeo,mechanical,blue,200000
11651,Ford,Focus,mechanical,blue,190000
11652,Ford,Mondeo,mechanical,silver,390000
11653,Ford,Focus,automatic,green,108000
11654,Ford,Mondeo,mechanical,red,350000
11655,Ford,Focus,mechanical,red,150000
11656,Ford,Transit,mechanical,other,333333
11657,Ford,Mondeo,mechanical,green,320000
11658,Ford,Fiesta,mechanical,blue,130000
11659,Ford,Escape,mechanical,blue,305000
11660,Ford,Mondeo,mechanical,silver,220000
11661,Ford,Escort,mechanical,blue,213456
11662,Ford,Mondeo,mechanical,blue,600000
11663,Ford,Sierra,mechanical,grey,210000
11664,Ford,Fiesta,mechanical,white,115000
11665,Ford,Focus,automatic,red,200000
11666,Ford,Focus,mechanical,silver,225000
11667,Ford,Mondeo,mechanical,blue,320000
11668,Ford,Mondeo,mechanical,red,260000
11669,Ford,Focus,mechanical,blue,300000
11670,Ford,B-Max,mechanical,blue,166000
11671,Ford,Mondeo,mechanical,white,111111
11672,Ford,Escort,mechanical,blue,300000
11673,Ford,Sierra,mechanical,blue,548460
11674,Ford,Mondeo,mechanical,white,36000
11675,Ford,Mondeo,mechanical,silver,353100
11676,Ford,Focus,mechanical,blue,300000
11677,Ford,Mondeo,mechanical,black,128000
11678,Ford,Escort,mechanical,green,200000
11679,Ford,Galaxy,mechanical,brown,203000
11680,Ford,Transit,mechanical,white,1000000
11681,Ford,Galaxy,mechanical,green,302756
11682,Ford,Transit,mechanical,silver,223386
11683,Ford,Ka,mechanical,blue,150000
11684,Ford,Mondeo,mechanical,green,400000
11685,Ford,Sierra,mechanical,red,240000
11686,Ford,Fusion,mechanical,red,163000
11687,Ford,Focus,mechanical,silver,335000
11688,Ford,Tourneo,mechanical,silver,253000
11689,Ford,Mondeo,mechanical,blue,398570
11690,Ford,S-Max,automatic,black,310000
11691,Ford,Mondeo,mechanical,green,400000
11692,Ford,Escort,automatic,silver,270000
11693,Ford,Mondeo,mechanical,green,300000
11694,Ford,Escort,mechanical,red,140000
11695,Ford,Fusion,mechanical,white,247500
11696,Ford,Focus,mechanical,grey,145000
11697,Ford,Mondeo,mechanical,black,399000
11698,Ford,Mondeo,mechanical,green,360000
11699,Ford,Mondeo,mechanical,green,384467
